,class1,class2,domain1,domain2,GT,interdomain,weight,wikidata,coqex,gpt,prob_lesser,prob_greater,pred,acc
6182,island,dam,geographical_entity,geographical_entity,-1,False,0.0,0.0,-0.990070326385594,0.0,0.6461652009606553,0.35383479903934467,-1,1
2801,book,satellite,creative_work,man-made_object,1,True,0.9672367183562928,0.9672367183562928,0.0,0.9901720945733364,0.18148582960616044,0.8185141703938396,1,1
1136,ancient civilization,fast food restaurant,geographical_entity,organization,-1,True,0.0,0.0,-0.9969070519242716,-0.9776251343135028,0.8424579381075636,0.15754206189243636,-1,1
8264,phytoplankton,football club,species,organization,1,True,-0.9995716233214526,-0.9995716233214526,0.9999999999727084,0.999187738159523,0.19358342149831298,0.806416578501687,1,1
1790,astronaut,travel agency,occupation,organization,-1,True,0.0,0.0,-0.9878839536720808,-0.9924590213943664,0.8438149207950542,0.15618507920494581,-1,1
10490,spacecraft,helicopter,man-made_object,man-made_object,-1,False,0.0,0.0,-0.9902569736759256,-0.9999984580392668,0.8451049945986715,0.1548950054013285,-1,1
7769,observatory,merchant ship,man-made_object,man-made_object,-1,False,0.9926571493480698,0.9926571493480698,-0.9546870960201002,-0.999997945059528,0.7848193120974845,0.21518068790251557,-1,1
917,amphibian,coal power plant,species,organization,1,True,0.0,0.0,0.9961819738250368,0.9999999999594712,0.14099093922550376,0.8590090607744962,1,1
5072,formula one circuit,percussion instrument,man-made_object,man-made_object,-1,False,0.9779695053572408,0.9779695053572408,-0.996552281812645,-0.9988283345520044,0.790181818202187,0.209818181797813,-1,1
10187,snake,dam,species,geographical_entity,-1,True,0.0,0.0,-0.9940295602946808,-0.9996417198289606,0.8453806230745698,0.15461937692543012,-1,1
10793,submarine,wind turbine,man-made_object,man-made_object,-1,False,0.0,0.0,0.0,-0.9686939575146056,0.7324097032770407,0.26759029672295936,-1,1
1931,bacteria,lawyer,species,occupation,1,True,-0.97025213729061,-0.97025213729061,-0.999823993912942,0.0,0.7269718715070348,0.27302812849296526,-1,0
5792,hospital,formula one circuit,organization,man-made_object,1,True,0.9997077741274258,0.9997077741274258,0.9685489729166504,0.9999997284945964,0.102415193428537,0.897584806571463,1,1
7451,nuclear power plant,book,geographical_entity,creative_work,-1,True,-0.9687928932196502,-0.9687928932196502,0.0,-0.990172103297122,0.8022570776765239,0.19774292232347618,-1,1
8747,police officer,board game,occupation,creative_work,1,True,0.9973770341626668,0.9973770341626668,0.9999352868585784,0.0,0.25045360952050244,0.7495463904794976,1,1
1112,ancient civilization,bank,geographical_entity,organization,-1,True,-0.9997145710815906,-0.9997145710815906,-0.951940029468846,0.0,0.7228949443098516,0.2771050556901484,-1,1
8696,play,skyscraper,creative_work,man-made_object,1,True,0.0,0.0,0.0,0.0,0.4866973519817338,0.5133026480182662,1,1
11045,tree,actor,species,occupation,-1,True,-0.9990809395983355,-0.9990809395983355,0.0,0.0,0.5813748984700744,0.41862510152992555,-1,1
