class1,class2,domain1,domain2,GT,GT_ratio_order,coqex,wikidata,gpt3_few_shot_cardinality,ttest_by_subclass_coqex,ttest_by_subclass_wikidata,ttest_by_subclass_gpt3_few_shot_cardinality,majority_by_subclass_coqex,majority_by_subclass_wikidata,majority_by_subclass_gpt3_few_shot_cardinality,coqex_precision,wikidata_precision,gpt3_few_shot_cardinality_precision,ttest_by_subclass_coqex_precision,ttest_by_subclass_wikidata_precision,ttest_by_subclass_gpt3_few_shot_cardinality_precision,majority_by_subclass_coqex_precision,majority_by_subclass_wikidata_precision,majority_by_subclass_gpt3_few_shot_cardinality_precision
film,book,creative_work,creative_work,-1,2,-1,-1,-1,0,0.9785235570740943,-0.9901716618281146,-0.6842105263157895,1.0,-0.9473684210526316,1,1,1,,0,1,1,0,1
film,board game,creative_work,creative_work,1,0,-1,1,1,0,0.9972516062316075,0.9993636868547308,0.5263157894736842,1.0,0.7894736842105263,0,1,1,,1,1,1,1,1
film,video game,creative_work,creative_work,-1,0,-1,1,1,0,0.9924448997729014,-0.9954902869488208,0.5789473684210527,0.9473684210526315,0.5789473684210527,1,0,0,,0,1,0,0,0
film,painting,creative_work,creative_work,1,0,-1,-1,-1,0,0.991524193851288,0,-0.631578947368421,0.9473684210526315,-0.8947368421052632,0,0,0,,1,,0,1,0
film,mobile app,creative_work,creative_work,-1,1,1,1,-1,0,0.9972349735147208,-0.9961816486225039,0.8421052631578947,1.0,-0.631578947368421,0,0,1,,0,1,0,0,1
film,song,creative_work,creative_work,-1,2,-1,1,-1,0,0.9970567510209375,0,0.6842105263157895,1.0,-0.5263157894736843,1,0,1,,0,,0,0,1
film,play,creative_work,creative_work,1,1,-1,1,1,0,0.9971338417513771,0,-0.631578947368421,1.0,0.5263157894736842,0,1,1,,1,,0,1,1
film,patent,creative_work,creative_work,-1,0,-1,1,-1,-0.9835074008473242,0.9972473742441343,-0.9964083223221412,-0.9473684210526316,1.0,-0.5263157894736843,1,0,1,1,0,1,1,0,1
film,scientific paper,creative_work,creative_work,-1,2,-1,-1,-1,0,0.9972559241782726,-0.9991493830027517,-0.5789473684210527,1.0,-0.5263157894736843,1,1,1,,0,1,1,0,1
film,national dance,creative_work,creative_work,1,3,-1,1,1,0,0.9972559241782726,0.9999967743721438,0.8947368421052632,1.0,1.0,0,1,1,,1,1,1,1,1
film,religious text,creative_work,creative_work,1,4,-1,1,1,0,0.997249997821398,0,0.7894736842105263,1.0,0.8947368421052632,0,1,1,,1,,1,1,1
film,animation feature film,creative_work,creative_work,1,1,-1,1,1,0,0.9963841958295584,0.9999893614067173,-0.5263157894736843,1.0,0.8947368421052632,0,1,1,,1,1,0,1,1
film,technological invention,creative_work,creative_work,1,2,0,1,1,0,0.9972538163168742,0.9999264940992164,0.7894736842105263,1.0,0.8947368421052632,,1,1,,1,1,1,1,1
film,website,creative_work,creative_work,-1,3,-1,1,-1,0,0.996479288816147,0,0.6842105263157895,1.0,-0.8421052631578947,1,0,1,,0,,0,0,1
book,board game,creative_work,creative_work,1,3,1,1,1,0,0.9694235150126072,0.9901719307693255,0.7894736842105263,1.0,0.9473684210526315,1,1,1,,1,1,1,1,1
book,video game,creative_work,creative_work,1,2,1,1,1,0,0,0,0.7894736842105263,0.8421052631578947,0.5263157894736842,1,1,1,,,,1,1,1
book,painting,creative_work,creative_work,1,3,-1,-1,1,0,0,0,-0.631578947368421,0.8947368421052632,0.7894736842105263,0,0,1,,,,0,1,1
